"","OTU","Sample","Abundance","replicate","Description","treatment","material","polymer","timepoint.days.","station","detail","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"99","asv.1002","NIOZ322.253.238",179,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia-Obesumbacterium","unassigned"
"100","asv.926","NIOZ322.253.238",172,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","antarctica/brenneri/chlororaphis/denitrificans/extremaustralis/fluorescens/gessardii/libanensis/marginalis/meridiana/palleroniana/panacis/poae/proteolytica/putida/rhodesiae/veronii"
"101","asv.434","NIOZ322.055.040",167,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes"
"102","asv.1207","NIOZ322.251.236",162,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","fluorescens/fragi/lundensis/psychrophila"
"103","asv.381","NIOZ186.253.246",159,"5","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","normanense"
"104","asv.1159","NIOZ322.253.238",157,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","unassigned","unassigned","unassigned"
"105","asv.1205","NIOZ322.255.240",157,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","unassigned"
"106","asv.908","NIOZ322.027.012",156,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","aeruginosa/mendocina/putida/songnenensis/stutzeri/xanthomarina"
"107","asv.244","NIOZ186.251.244",154,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"108","asv.689","NIOZ322.251.236",154,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","ruminis"
"109","asv.1346","NIOZ322.251.236",148,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","aquatica/puraquae/saccharophila"
"110","asv.2487","NIOZ322.251.236",147,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","metallidurans"
"111","asv.1151","NIOZ322.027.012",144,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Altererythrobacter","unassigned"
"112","asv.952","NIOZ186.253.246",142,"5","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","unassigned"
"113","asv.186","NIOZ186.251.244",141,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","unassigned"
"114","asv.1602","NIOZ322.253.238",139,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","kyeonggiensis/leidyi"
"115","asv.244","NIOZ186.245.238",138,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"116","asv.1181","NIOZ322.253.238",137,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Afipia","unassigned"
"117","asv.186","NIOZ322.027.012",136,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","unassigned"
"118","asv.2617","NIOZ322.255.240",136,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","unassigned"
"119","asv.993","NIOZ322.253.238",134,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","unassigned"
"120","asv.244","NIOZ322.255.240",132,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"121","asv.403","NIOZ322.055.040",131,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","solventivorans"
"122","asv.1150","NIOZ322.253.238",131,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium","unassigned"
"123","asv.186","NIOZ186.253.246",129,"5","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","unassigned"
"124","asv.1702","NIOZ322.027.012",129,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","denitrificans/ferrooxidans/kondratievae/pantotrophus/thiophilus/versutus"
"125","asv.2240","NIOZ322.251.236",129,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Family XI","Tissierella","unassigned"
"126","asv.81","NIOZ186.249.242",127,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","unassigned"
"127","asv.300","NIOZ186.251.244",127,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia","unassigned"
"128","asv.1577","NIOZ186.255.248",125,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Jonesiaceae","Jonesia","denitrificans"
"129","asv.289","NIOZ322.027.012",125,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","gallinarum/maltaromaticum"
"130","asv.2324","NIOZ322.055.040",123,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Tepidiphilus","margaritifer/succinatimandens"
"131","asv.1393","NIOZ186.255.248",121,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","unassigned"
"132","asv.689","NIOZ322.055.040",121,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Proteiniclasticum","ruminis"
"133","asv.1205","NIOZ322.055.040",121,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","unassigned"
"134","asv.2235","NIOZ322.027.012",120,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Azotobacter","chroococcum"
"135","asv.2765","NIOZ322.027.012",120,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Tessaracoccus","lapidicaptus"
"136","asv.434","NIOZ186.255.248",119,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes"
"137","asv.1268","NIOZ186.255.248",119,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","unassigned"
"138","asv.1931","NIOZ186.255.248",119,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ottowia","unassigned"
"139","asv.1593","NIOZ322.027.012",119,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","unassigned","unassigned"
"140","asv.655","NIOZ186.245.238",118,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","unassigned"
"141","asv.289","NIOZ322.055.040",117,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","gallinarum/maltaromaticum"
"142","asv.2854","NIOZ322.027.012",112,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","arachidis/canariense/iriomotense/japonicum/kavangense/liaoningense/subterraneum/vignae/yuanmingense"
"143","asv.734","NIOZ322.255.240",111,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","alkenifer/solventivorans"
"144","asv.868","NIOZ322.055.040",110,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","unassigned","unassigned","unassigned"
"145","asv.1204","NIOZ322.253.238",110,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","oligocarboniphilum"
"146","asv.186","NIOZ322.055.040",109,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Alicycliphilus","unassigned"
"147","asv.2890","NIOZ322.253.238",109,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium","kroppenstedtii"
"148","asv.1159","NIOZ322.055.040",108,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","unassigned","unassigned","unassigned"
"149","asv.63","NIOZ186.247.240",107,"2","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","baumannii/beijerinckii/calcoaceticus/dispersus/gyllenbergii/haemolyticus/junii/oryzae/parvus/tandoii/tjernbergiae"
"150","asv.2916","NIOZ322.251.236",107,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Propionicimonas","paludicola"
"151","asv.1797","NIOZ322.255.240",105,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Tepidimonas","arfidensis/fonticaldi"
"152","asv.381","NIOZ186.251.244",103,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Cloacibacterium","normanense"
"153","asv.364","NIOZ186.245.238",102,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","baumannii/junii/seohaensis/soli/towneri/venetianus"
"154","asv.1204","NIOZ322.027.012",101,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","oligocarboniphilum"
"155","asv.2855","NIOZ322.055.040",101,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Mesorhizobium","huakuii/loti"
"156","asv.1205","NIOZ322.253.238",99,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae","Flaviflexus","unassigned"
"157","asv.1346","NIOZ322.253.238",97,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas","aquatica/puraquae/saccharophila"
"158","asv.110","NIOZ186.249.242",96,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes/avidum"
"159","asv.2418","NIOZ322.027.012",96,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Atopostipes","unassigned"
"160","asv.1307","NIOZ322.055.040",96,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella","unassigned"
"161","asv.1006","NIOZ186.255.248",95,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","unassigned"
"162","asv.655","NIOZ186.249.242",94,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","unassigned"
"163","asv.1002","NIOZ322.255.240",93,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia-Obesumbacterium","unassigned"
"164","asv.1002","NIOZ322.055.040",92,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Hafniaceae","Hafnia-Obesumbacterium","unassigned"
"165","asv.1840","NIOZ322.251.236",92,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Erwinia","unassigned"
"166","asv.110","NIOZ186.245.238",91,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Propionibacteriaceae","Cutibacterium","acnes/avidum"
"167","asv.908","NIOZ322.055.040",91,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","aeruginosa/mendocina/putida/songnenensis/stutzeri/xanthomarina"
"168","asv.3112","NIOZ322.253.238",91,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","unassigned"
"169","asv.289","NIOZ186.251.244",90,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium","gallinarum/maltaromaticum"
"170","asv.1195","NIOZ186.255.248",88,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","baumannii/beijerinckii/bereziniae/calcoaceticus/courvalinii/guillouiae/gyllenbergii/haemolyticus/indicus/johnsonii/junii/lwoffii/modestus/parvus/plantarum/proteolyticus/tandoii/vivianii/wuhouensis"
"171","asv.2906","NIOZ322.255.240",88,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","aestuarii/beibuensis/marinus"
"172","asv.3222","NIOZ186.255.248",84,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa","paucivorans/sphaeroides"
"173","asv.3255","NIOZ186.245.238",82,"3","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","amylolyticus"
"174","asv.2367","NIOZ322.027.012",80,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae","unassigned","unassigned"
"175","asv.3009","NIOZ322.253.238",80,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Vibrionimonas","unassigned"
"176","asv.535","NIOZ322.253.238",79,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia/pavanii"
"177","asv.3310","NIOZ322.253.238",79,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Delftia","unassigned"
"178","asv.244","NIOZ186.253.246",78,"5","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"179","asv.2987","NIOZ322.055.040",77,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia","ginsengisoli/insulae"
"180","asv.81","NIOZ322.013.254",76,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Yersiniaceae","Yersinia","unassigned"
"181","asv.2716","NIOZ322.055.040",75,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio","unassigned"
"182","asv.2245","NIOZ322.253.238",74,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","unassigned"
"183","asv.3341","NIOZ322.253.238",74,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Alcaligenaceae","Achromobacter","unassigned"
"184","asv.3262","NIOZ186.255.248",72,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","unassigned"
"185","asv.2010","NIOZ186.255.248",71,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","unassigned"
"186","asv.2245","NIOZ322.027.012",69,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Weeksellaceae","Moheibacter","unassigned"
"187","asv.3480","NIOZ322.027.012",69,"Neg_PCR","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","unassigned"
"188","asv.364","NIOZ186.251.244",68,"4","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","baumannii/junii/seohaensis/soli/towneri/venetianus"
"189","asv.1695","NIOZ186.255.248",68,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae","Butyricicoccus","unassigned"
"190","asv.1814","NIOZ186.255.248",66,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides","fermentans"
"191","asv.2522","NIOZ186.255.248",65,"6","Neg_PCR","no","no","Neg_PCR","Neg_PCR","Neg_PCR","Neg_PCR","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","baumannii/calcoaceticus/nosocomialis/seifertii"
